,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_self,gamma0_self_err,gamma0_self_vary,n_gamma0_self,delta0_self,delta0_self_err,delta0_self_vary,n_delta0_self,nuVC_self,nuVC_self_err,nuVC_self_vary,n_nuVC_self,SD_gamma_self,SD_gamma_self_err,SD_gamma_self_vary,n_gamma2_self,SD_delta_self,SD_delta_self_err,SD_delta_self_vary,n_delta2_self,eta_self,eta_self_err,eta_self_vary,y_self,y_self_err,y_self_vary,n_y_self
0,1,4,155.389,9350.629868,0.0,False,25.500000000000004,0.0,False,1.0000000000000001e-29,0.499,0.0,False,0.79,-0.016314,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
1,1,2,1247.2059,9350.702502,0.0,False,14.3,0.0,False,1.0000000000000001e-29,0.333,0.0,False,0.57,0.0,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.57,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
2,1,1,2358.3018,9350.715906,0.0,False,2.18,0.0,False,1.0000000000000001e-29,0.221,0.0,False,0.36,-0.010058,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.36,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
3,1,4,573.9706,9350.857053,0.0,False,5.120000000000001,0.0,False,1.0000000000000001e-29,0.673,0.0,False,0.79,-0.0101,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
4,1,4,46.1731,9350.857883,0.0,False,3.3000000000000003,0.0,False,1.0000000000000001e-29,0.469,0.0,False,0.79,-0.011835,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
5,1,4,841.3675,9350.971637,0.0,False,2.97,0.0,False,1.0000000000000001e-29,0.313,0.0,False,0.79,-0.03299,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
6,1,4,100.3909,9351.136153,0.0,False,10.7,0.0,False,1.0000000000000001e-29,0.342,0.0,False,0.79,-0.00414,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
7,1,1,1122.7085,9351.147017,0.0,False,33500.0,0.0,False,1.0000000000000001e-29,0.296,0.0,False,0.59,-0.01217,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.59,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
8,1,1,709.6082,9351.308979,0.0,False,99.2,0.0,False,1.0000000000000001e-29,0.352,0.0,False,0.66,-0.00096,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.66,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
9,1,4,91.3303,9351.465228,0.0,False,25.200000000000003,0.0,False,1.0000000000000001e-29,0.555,0.0,False,0.79,-0.00529,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
10,1,1,1360.2353,9351.509561,0.0,False,11300.0,0.0,False,1.0000000000000001e-29,0.386,0.0,False,0.73,-0.01913,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.73,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
11,1,2,1246.3684,9351.577194,0.0,False,43.3,0.0,False,1.0000000000000001e-29,0.292,0.0,False,0.54,-0.03247,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.54,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
12,1,4,156.3823,9351.829903,0.0,False,66.2,0.0,False,1.0000000000000001e-29,0.504,0.0,False,0.79,-0.01701,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
13,1,1,1640.5058,9351.948392,0.0,False,22.8,0.0,False,1.0000000000000001e-29,0.48,0.0,False,0.75,-0.0011,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.75,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
14,1,4,157.0647,9352.066806,0.0,False,12.4,0.0,False,1.0000000000000001e-29,0.45,0.0,False,0.79,-0.008318,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
15,1,4,573.8907,9352.180884,0.0,False,3.2400000000000007,0.0,False,1.0000000000000001e-29,0.432,0.0,False,0.79,-0.01664,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0.0,0.0,False,0
